Business Name,Physical Address Number,Physical Address,Physical City,Physical State,Phone,Latitude,Longitude,Primary SIC Description
Twk Restaurant,14,14 Thompson St,Winchester,MA,(781) 570-2338,42.45223543,-71.13661904,Restaurants
Jalapeno Enterprises,18,18 Mount Auburn St,Watertown,MA,(617) 744-6552,42.3658965,-71.1839599,Restaurants
Oak House LLC,110,110 Main St,Newmarket,NH,(603) 292-5893,43.079128,-70.936486,Restaurants
Roza Lyons,709,709 E Broadway,South Boston,MA,(857) 496-0199,42.335419,-71.037001,Restaurants
Maverick Marketplace Cafe,154,154 Maverick St,East Boston,MA,(617) 455-6232,42.369921,-71.0379314,Restaurants
Montecristo Mexican Grill,364,364 Broadway,Revere,MA,(781) 629-3727,42.40961,-71.012866,Restaurants
Scoreboard Sports Bar & Grill,15,15 Middlesex Canal Park,Woburn,MA,(781) 897-4000,42.497209,-71.158663,Restaurants
South Street Pizzeria,16,16 South St,Foxboro,MA,(508) 698-3999,42.0643567,-71.2494069,Restaurants
Legal Sea Foods,558,558 Washington St,Boston,MA,(617) 692-8888,42.353414,-71.061988,Restaurants
Vanderbilt Kitchen and Bar,105,105 Water St,Boston,MA,(617) 292-3355,42.357964,-71.054728,Restaurants
Sixteen C Restaurant,16,16 Cottage Ave,Quincy,MA,(617) 481-2170,42.248786,-71.001437,Restaurants
Christines Cafe,618,618 Salem St,Lynnfield,MA,(781) 596-2259,42.514812,-71.011416,Restaurants
Red Bird,361,361 Moody St,Waltham,MA,(781) 891-5486,42.36997,-71.237532,Restaurants
Revolution Cocktails Catering,161,161 Merrimac St,Woburn,MA,(781) 939-6977,42.51498,-71.148598,Restaurants
Dillons Local,21,21 S Park Ave,Plymouth,MA,(774) 404-7913,41.9603572,-70.6686552,Restaurants
Fridays Madness,616,616 Essex St,Lawrence,MA,(978) 984-7790,42.703904,-71.169622,Restaurants
Perkins Restaurant & Bakery,39,39 Perkins St,Lowell,MA,(855) 642-7427,42.6515437,-71.3149637,Restaurants
Kingston Grille & Bar,25,25 Kingston St,Boston,MA,(857) 233-4514,42.3537673,-71.0592512,Restaurants
Landmark Public House,772,772 Adams St,Dorchester Center,MA,(617) 982-3000,42.283418,-71.055455,Restaurants
Lexie's on State,88,88 State St,Newburyport,MA,(978) 465-6662,42.8091937,-70.8708676,Restaurants
Lincoln Bar & Grill,8,8 Lincoln St,Brighton,MA,(617) 787-3669,42.3588545,-71.1468486,Restaurants
Louis,1269,1269 Sea St,Quincy,MA,(617) 481-1980,42.27134,-70.951418,Restaurants
Lyonville Tavern,315,315 Plymouth St,Halifax,MA,(781) 754-0001,41.9947,-70.84667,Restaurants
Maggie's Farm,119,119 S Main St,Middleton,MA,(978) 539-8583,42.5862331,-71.0100274,Restaurants
McCabe's on Mass,2046,2046 Massachusetts Ave,Cambridge,MA,(617) 945-7115,42.3907611,-71.1226123,Restaurants
Mile Marker One,75,75 Essex Ave,Gloucester,MA,(978) 283-2122,42.6121549,-70.6813221,Restaurants
Ozone,1,1 Harborside Dr,East Boston,MA,(617) 719-2555,42.3634308,-71.0257061,Restaurants
Paramount,667,667 E Broadway,South Boston,MA,(617) 269-9999,42.3354066,-71.037871,Restaurants
Weston Hotel,70,70 3rd Ave,Waltham,MA,(781) 290-5674,42.395078,-71.259921,Restaurants
SORA,44,44 Middlesex Tpke,Bedford,MA,(781) 276-7565,42.5087172,-71.2360385,Restaurants
Sterling's,60,60 State St Lbby 5,Boston,MA,(617) 531-8200,42.359266,-71.056434,Restaurants
Five Guys,90,90 Drum Hill Rd Ste 2,Chelmsford,MA,(978) 454-4555,42.622548,-71.36235,Restaurants
Crows Landing,6,6 Crow Point Ln,Hingham,MA,(781) 749-2400,42.249828,-70.904061,Restaurants
Ward 8,90,90 N Washington St Fl 1,Boston,MA,(617) 823-4478,42.365406,-71.05866,Restaurants
Smashburger,495,495 Riverside Ave,Medford,MA,(781) 219-5110,42.41012734,-71.08613306,Restaurants
Keith's Kitchen,1794,1794 Bridge St,Dracut,MA,(978) 455-0000,42.6844366,-71.310869,Restaurants
Little Jjs On The Go,740,740 Waverley St,Framingham,MA,(508) 405-0902,42.2718579,-71.4290472,Restaurants
Mr Macs,2600,2600 Lafayette Rd,Portsmouth,NH,(603) 380-7916,43.030388,-70.788779,Restaurants
Riversbend,35,35 Dodge St,Essex,MA,(978) 890-7098,42.6332733,-70.7752116,Restaurants
Ritcey East,208,208 Waverley Ave,Watertown,MA,(617) 744-0122,42.37695046,-71.18839409,Restaurants
Chapel and Main,83,83 Main St,Dover,NH,(603) 842-5170,43.19796356,-70.87339692,Restaurants
Brick & Ash,10,10 Center St,Newburyport,MA,(978) 255-2642,42.811271,-70.868149,Restaurants
Five Guys,1250,1250 Hancock St,Quincy,MA,(617) 481-8635,42.2521773,-71.0037941,Restaurants
Art's Restaurant,2,2 A St,Hull,MA,(781) 773-1382,42.290961,-70.8831627,Restaurants
Oak + Rowan,321,321 A St,Boston,MA,(857) 284-7742,42.3489925,-71.0490327,Restaurants
Country Kitchen,838,838 Blue Hill Ave,Dorchester Center,MA,(617) 822-0500,42.2960712,-71.0872305,Restaurants
Milkweed,1508,1508 Tremont St,Roxbury Crossing,MA,(617) 516-8913,42.332137,-71.099532,Restaurants
Otis Restaurant,14,14 Front St Ste 11,Exeter,NH,(603) 580-1705,42.980395,-70.946544,Restaurants
Tavern In the Square Management LLC,810,810 Constitution Ave,Littleton,MA,(978) 339-5372,42.55202413,-71.4797526,Restaurants
Five Guys,86,86 Plaistow Rd,Haverhill,MA,(978) 361-2696,42.81325236,-71.10273434,Restaurants
Five Guys,65,65 Station Lndg,Medford,MA,(781) 874-1250,42.403028,-71.080816,Restaurants
Five Guys,1390,1390 Lafayette Rd,Portsmouth,NH,(603) 427-8931,43.0460902,-70.7726361,Restaurants
IHOP,10,10 Shops At 5 Way,Plymouth,MA,(774) 773-7193,41.9305629,-70.6577261,Restaurants
Red Robin Gourmet Burgers and Brews,201,201 Patriot Pl,Foxboro,MA,(508) 698-0030,42.0929824,-71.2656209,Restaurants
Smashburger,1298,1298 Worcester St,Natick,MA,(508) 720-0744,42.298482,-71.385426,Restaurants
110 Grill Woburn,373,373 Washington St,Woburn,MA,(781) 305-4355,42.50012462,-71.12564002,Restaurants
Bluebird,531,531 Federal Furnace Rd,Plymouth,MA,(508) 927-4991,41.913068,-70.710801,Restaurants
730 Tavern Kitchen Patio,730,730 Massachusetts Ave,Cambridge,MA,(617) 868-7300,42.365933,-71.105137,Restaurants
Dig Inn,277,277 Washington St,Boston,MA,(617) 276-1000,42.357616,-71.058386,Restaurants
Jersey Mike's Subs,55,55 Dodge St Ste A208,Beverly,MA,(978) 969-1395,42.575604,-70.889823,Restaurants
110 Grill - Braintree,170,170 Forbes Rd Ste 100,Braintree,MA,(781) 849-5980,42.2198349,-71.0345967,Restaurants
753 South,753,753 South St,Roslindale,MA,(617) 477-4686,42.2872137,-71.1292423,Restaurants
Cafe Soleil,241,241 Main St,Wareham,MA,(508) 364-0488,41.759075,-70.7158763,Restaurants
Dal Mar,24,24 West St,Beverly,MA,(978) 922-9221,42.5624753,-70.8135485,Restaurants
Dr mikhaila M georgo DDS,28,28 Riverside Ave,Medford,MA,N/A,42.41801108,-71.10842184,Restaurants
Michael L Dubois,144,144 S Main St,Rochester,NH,(603) 332-2546,43.2990933,-70.9694281,Restaurants
Dudley Plaza,57,57 Dudley St,Haverhill,MA,N/A,42.784351,-71.078054,Restaurants
Season's Restaurant,1,1 Willow Rd,Nahant,MA,(781) 581-9000,42.4216148,-70.9291916,Restaurants
Legal Sea Foods,4,4 S Market St,Boston,MA,(617) 896-5295,42.36001714,-71.05582181,Restaurants
Lily's at Lebaron Hills Country Club Restaurant,183,183 Rhode Island Rd,Lakeville,MA,(508) 923-5732,41.8653583,-70.9667049,Restaurants
Wahlburgers,9,9 District Ave,Dorchester,MA,(617) 282-5300,42.3258957,-71.0625768,Restaurants
Go Cafe LLC,1682,1682 Massachusetts Ave,Cambridge,MA,(617) 816-5040,42.382502,-71.120104,Restaurants
The Rising Eagle,505,505 Main St,Melrose,MA,(781) 590-4080,42.455262,-71.064994,Restaurants
Shake Shack,77,77 Seaport Blvd,Boston,MA,(617) 337-4699,42.3520353,-71.0466459,Restaurants
Kings Dining & Entertainment World Headquarters,35,35 Walnut St # 200,Wellesley Hills,MA,(855) 522-2695,42.32577086,-71.25319493,Restaurants
&pizza,3,3 Brattle St,Cambridge,MA,(202) 558-7549,42.373583,-71.119577,Restaurants
75 Chestnut,75,75 Chestnut St Ste 1,Boston,MA,(617) 227-2175,42.356935,-71.070976,Restaurants
The Hampstead House Restaurant,251,251 Hampstead St,Methuen,MA,(978) 655-4176,42.789729,-71.18335,Restaurants
Sher Mary,220,220 Boylston St,Chestnut Hill,MA,(617) 965-2854,42.3189463,-71.175797,Restaurants
Ninety Nine Restaurant & Pub,233,233 Broad St,Bridgewater,MA,(508) 279-2799,41.994113,-70.972845,Restaurants
Not Your Average Joe's,1265,1265 Main St,Waltham,MA,(781) 966-5637,42.37671205,-71.2641186,Restaurants
99 Restaurants LLC,14A,14a Gill St,Woburn,MA,(781) 933-8999,42.50930663,-71.14690716,Restaurants
Thornton's Fenway Grille,150A,150a Andover St Ste 3,Danvers,MA,(617) 421-0104,42.55765697,-70.97019223,Restaurants
Wahlburgers,300,300 Terminal St,Charlestown,MA,(617) 755-6144,42.38080177,-71.05147435,Restaurants
Loafers American Restaurant,43,43 Pelham Rd,Salem,NH,(603) 890-6363,42.774774,-71.251453,Restaurants
Double Horse Bistro,800,800 Brockton Ave Ste 5,Abington,MA,(339) 788-9859,42.092963,-70.968214,Restaurants
Finale Restaurant,13,13 Columbus,Boston,MA,(617) 423-3472,42.35153285,-71.06849833,Restaurants
Monument,251,251 Main St,Charlestown,MA,(617) 337-5191,42.3768945,-71.065956,Restaurants
Bartaco,25,25 Thomson Pl Ste 1,Boston,MA,(857) 277-0135,42.350966,-71.04729,Restaurants
Jersey Mike's Subs,425,425 Paradise Rd Ste 9,Swampscott,MA,(781) 299-7300,42.4811398,-70.9015637,Restaurants
90 Restaurant LLC,77,77 Revere St,Winthrop,MA,(617) 207-3261,42.382509,-70.979862,Restaurants
D'Family Restaurant,48,48 State St,Lynn,MA,(781) 584-7222,42.461185,-70.949805,Restaurants
Spinnaker Restaurant,575,575 Memorial Dr,Cambridge,MA,(617) 494-8259,42.3538991,-71.1054964,Restaurants
Five Guys,60,60 Bridle Path Cir,Randolph,MA,(781) 885-1054,42.163284,-71.050486,Restaurants
15 Walnut,15,15 Walnut Rd Ste 11,South Hamilton,MA,(978) 468-2434,42.609909,-70.8734971,Restaurants
Wonder Bar,186,186 Harvard Ave,Allston,MA,(617) 351-2665,42.3510201,-71.1311029,Restaurants
Fredas,105,105 Copeland St,West Bridgewater,MA,(508) 583-8217,42.038932,-71.015839,Restaurants
Commonwealth Restaurant & Lounge,79,79 Parkingway,Quincy,MA,(617) 773-3400,42.2475899,-71.0032465,Restaurants
Vintage Restaurant & Lounge,72,72 Broad St,Boston,MA,(617) 482-1900,42.357692,-71.053016,Restaurants
Bravo Restaurant,465,465 Huntington Ave,Boston,MA,(617) 369-3474,42.339408,-71.094214,Restaurants
Lorrys Bar-B-Q Beef,665,665 Chelmsford St,Lowell,MA,(978) 459-7251,42.6218764,-71.3241088,Restaurants
Sarahs Market & Cafe,200,200 Concord Ave,Cambridge,MA,(617) 876-5999,42.382154,-71.131023,Restaurants
Harry's Bar & Grill,1430,1430 Commonwealth Ave,Brighton,MA,(617) 738-9990,42.3491811,-71.1395925,Restaurants
Beantown Pub,100,100 Tremont St,Boston,MA,(617) 426-0111,42.3572499,-71.0609805,Restaurants
Harrows Chicken Pies,126,126 Main St,Reading,MA,(781) 944-0410,42.508132,-71.104673,Restaurants
Rudis Portsmouth,20,20 High St,Portsmouth,NH,(603) 430-7834,43.0769184,-70.75831394,Restaurants
Sammys Deli & Catering,59,59 Winn St,Burlington,MA,(781) 272-5955,42.49302638,-71.1763569,Restaurants
Sport Zone,1734,1734 Lakeview Ave Ste 4,Dracut,MA,(978) 957-4623,42.678376,-71.342202,Restaurants
Daedalus,45 1/2,45 1/2 Mount Auburn St,Cambridge,MA,(617) 349-0071,42.371361,-71.1164619,Restaurants
Cornwalls,654,654 Beacon St Ste 1,Boston,MA,(617) 262-3749,42.34933,-71.095866,Restaurants
Pilot House BBQ,3,3 Porter St,Gloucester,MA,(978) 283-0131,42.612098,-70.664447,Restaurants
Romys Bakery,39,39 Mechanic St,Marlborough,MA,(508) 485-7950,42.346917,-71.554228,Restaurants
Good Thymes Restaurant,1278,1278 Gorham St Ste 3,Lowell,MA,(978) 441-2799,42.6211367,-71.3050049,Restaurants
Granite Grill at 703 FX,703,703 Granite St Ste 2,Braintree,MA,(781) 848-4500,42.206817,-71.024284,Restaurants
Poor Boys,136,136 Rockingham Rd,Londonderry,NH,(603) 432-8990,42.916603,-71.368545,Restaurants
Luckys Lounge,355,355 Congress St Lbby,Boston,MA,(617) 357-5825,42.350055,-71.048486,Restaurants
Raffs Cafe,620,620 Primrose St Ste 5,Haverhill,MA,(978) 373-4376,42.7944184,-71.0897222,Restaurants
Marylou's,34,34 Whiting St Ste 3,Hingham,MA,(781) 740-4098,42.1750999,-70.888107,Restaurants
Isabellas Restaurant,566,566 High St,Dedham,MA,(781) 461-8485,42.247863,-71.172752,Restaurants
Boston Cavern,58,58 E Grove St,Middleboro,MA,(508) 923-0099,41.8827799,-70.9067305,Restaurants
New Bridge Cafe,650,650 Washington Ave,Chelsea,MA,(617) 884-0134,42.412661,-71.031424,Restaurants
Marias Restaurant,240,240 Quincy Ave,Braintree,MA,(781) 843-3730,42.229494,-70.971676,Restaurants
White Sport Restaurant,506,506 Medford St,Somerville,MA,(617) 776-0790,42.396105,-71.103675,Restaurants
Delucas Back Bay Market & Gift Baskets,239,239 Newbury St,Boston,MA,(617) 262-5990,42.3498383,-71.0824293,Restaurants
Nick's Place,171,171 Route 27,Raymond,NH,(603) 895-4114,43.0408029,-71.199198,Restaurants
Central The Kitchen,567,567 Massachusetts Ave,Cambridge,MA,(617) 491-5599,42.3649179,-71.1023705,Restaurants
Chicken Connection,242,242 Broadway,Haverhill,MA,(978) 373-4300,42.780423,-71.104631,Restaurants
Wardhurst Grille,31,31 Lynnfield St,Peabody,MA,(978) 531-9730,42.517179,-70.94629,Restaurants
Nahant Country Club,280,280 Nahant Rd,Nahant,MA,(781) 581-0515,42.42636,-70.918927,Restaurants
Red Wing Diner Inc,2235,2235 Providence Hwy,Walpole,MA,(508) 668-0453,42.1079017,-71.2502507,Restaurants
Bar 10,10,10 Huntington Ave,Boston,MA,(617) 424-7446,42.348298,-71.077612,Restaurants
Twenty8 Food & Spirits,28,28 Patriot Pl,Foxboro,MA,(508) 216-1668,42.0904376,-71.2685917,Restaurants
Generations Banquet Hall,81,81 Memorial Dr,Avon,MA,(508) 588-9955,42.118911,-71.032161,Restaurants
Grounder Cafe,394,394 Main St,Medford,MA,(781) 219-4929,42.40462923,-71.10750666,Restaurants
Bobbys,11,11 Washington St,Wellesley Hills,MA,(781) 235-2345,42.3253044,-71.259761,Restaurants
Super Chicken Beverly,289,289 Rantoul St,Beverly,MA,(978) 927-8884,42.5506663,-70.8829815,Restaurants
Modern Pastry Inc,257,257 Hanover St,Boston,MA,(617) 523-3783,42.363249,-71.054753,Restaurants
Neponset Cafe,497,497 Washington St,Canton,MA,(781) 828-9834,42.1516682,-71.1484536,Restaurants
Franklin Cafe Cape Ann,118,118 Main St,Gloucester,MA,(978) 283-7888,42.6126723,-70.6635781,Restaurants
Tinys Restaurant,2,2 Groton School Rd,Ayer,MA,(978) 772-2917,42.569335,-71.592961,Restaurants
Country Cafe Pizza & More,210,210 Pond St,East Bridgewater,MA,(781) 300-3491,42.0116408,-70.9174474,Restaurants
Five Guys,268,268 Franklin Village Dr,Franklin,MA,(508) 520-3911,42.08878,-71.4245798,Restaurants
Sharon's Restaurant,349,349 Washington St,Braintree,MA,(781) 843-2022,42.220506,-71.004143,Restaurants
Ruby Tuesday,1,1 Premium Outlet Blvd Ste 800,Wrentham,MA,(508) 384-5213,42.0386072,-71.3521664,Restaurants
Corrib Pub & Restaurant,396,396 Market St,Brighton,MA,(617) 782-4713,42.349875,-71.152766,Restaurants
Depot Diner,23,23 Enon St Ste 2,Beverly,MA,(978) 922-6200,42.5853157,-70.8841978,Restaurants
Owen & Ollis Restaurant & Pub,91,91 Mill St,Dracut,MA,(978) 957-4400,42.681948,-71.3503011,Restaurants
Black Water Grill,43,43 Pelham Rd,Salem,NH,(603) 328-9013,42.774774,-71.251453,Restaurants
Newtowne Grill of Billerica,838,838 Boston Rd,Billerica,MA,(978) 667-0021,42.530338,-71.228091,Restaurants
Warrens Place,27,27 Pleasant St,South Weymouth,MA,(781) 331-7575,42.172185,-70.954443,Restaurants
Barking Dog Bar & Grill,21,21 Friend St,Amesbury,MA,(978) 388-9537,42.8571983,-70.9316658,Restaurants
Olde Hitching Post Restaurant,48,48 Spring St,Hanson,MA,(781) 447-2592,42.0758205,-70.8836007,Restaurants
Heberts Seafood & Steak Restaurant,1500,1500 Lafayette Rd Ste 8,Portsmouth,NH,(603) 431-5882,43.0449239,-70.7743385,Restaurants
Captain Marden's,279,279 Linden St,Wellesley,MA,(781) 235-3737,42.301972,-71.288048,Restaurants
Porters Bar & Grill,173,173 Portland St,Boston,MA,(617) 742-7678,42.364427,-71.061611,Restaurants
Bartleys Burger Cottage,1246,1246 Massachusetts Ave,Cambridge,MA,(617) 354-6559,42.372454,-71.116301,Restaurants
Blu Restaurant,4,4 Avery St,Boston,MA,(617) 375-8550,42.3530863,-71.0629214,Restaurants
TGI Fridays,601,601 Donald Lynch Blvd,Marlborough,MA,(508) 303-0996,42.356322,-71.612636,Restaurants
TGI Fridays,49,49 Newbury St,Danvers,MA,(978) 777-7483,42.558359,-70.977685,Restaurants
Dorsis Bakery,197,197 Washington St Ste 2,Peabody,MA,(978) 532-0102,42.5211534,-70.9349823,Restaurants
Ruth's Chris Steak House,45,45 School St Ste 1d,Boston,MA,(617) 742-8401,42.3580551,-71.0593757,Restaurants
The Capital Grille,10,10 Wayside Rd,Burlington,MA,(781) 505-4130,42.4858505,-71.1911411,Restaurants
80 Thoreau,84,84 Thoreau St,Concord,MA,(978) 318-0008,42.456868,-71.358053,Restaurants
Quebrada Baking Co,272,272 Washington St,Wellesley Hills,MA,(781) 237-2111,42.3128288,-71.2735309,Restaurants
Chili's Grill & Bar,170,170 Pearl St,Braintree,MA,(781) 849-6151,42.203649,-71.000744,Restaurants
TGI Fridays,33,33 Mystic View Rd,Everett,MA,(617) 387-5226,42.400838,-71.068759,Restaurants
TGI Fridays,1,1 Worcester Rd,Framingham,MA,(508) 875-7735,42.3019866,-71.394939,Restaurants
At Union,174,174 Harvard Ave,Allston,MA,(617) 779-0077,42.351312,-71.131341,Restaurants
Mother Anna's,211,211 Hanover St,Boston,MA,(617) 523-8496,42.362755,-71.055314,Restaurants
Fuel America,152,152 Chestnut Hill Ave,Brighton,MA,(617) 782-0999,42.341558,-71.154256,Restaurants
Locals North Hill Restaurant & Pub,215,215 Lafayette Rd,North Hampton,NH,(603) 379-2729,42.9989375,-70.8123118,Restaurants
Mia Regazza,268,268 Washington St,Abington,MA,(781) 871-5800,42.1005806,-70.9502282,Restaurants
Persys Place,43,43 Bedford St,Middleboro,MA,(508) 946-0022,41.9043598,-70.9593916,Restaurants
Bickford's,20,20 Nagog Park,Acton,MA,(978) 263-0442,42.5225363,-71.4336854,Restaurants
Kashmir Indian Restaurant,71,71 Alleghany St,Roxbury Crossing,MA,(617) 536-1695,42.3313446,-71.1007825,Restaurants
O'Malleys,201,201 Harvard St,Brookline,MA,(617) 232-8787,42.339669,-71.120765,Restaurants
Abington Depot,101,101 Railroad St,Abington,MA,(781) 871-3232,42.1291639,-70.9417925,Restaurants
T J Smith Victorian House,13,13 Cross St,East Bridgewater,MA,(508) 378-7436,42.034188,-70.969848,Restaurants
TGI Fridays,60,60 Forbes Rd,Braintree,MA,(781) 848-3133,42.2207462,-71.0298171,Restaurants
Nate's at Front Beach,18,18 Beach St,Rockport,MA,(978) 546-0055,42.6592069,-70.6221437,Restaurants
Methuen Family Restaurant,246,246 Broadway,Methuen,MA,(978) 683-7050,42.72545,-71.186185,Restaurants
Kings Bowl of Burlington LLC,52,52 2nd Ave,Burlington,MA,(781) 221-8481,42.486329,-71.224256,Restaurants
Townshend,1250,1250 Hancock St,Quincy,MA,(617) 481-9694,42.2521773,-71.0037941,Restaurants
Kkaties Burger Bar Marshfield,1899,1899 Ocean St,Marshfield,MA,(781) 837-0012,42.091775,-70.70517,Restaurants
Common Ground,85,85 Harvard Ave,Allston,MA,(617) 783-2071,42.3535016,-71.1324465,Restaurants
Florian Hall,55,55 Hallet St,Dorchester Center,MA,(617) 288-6666,42.281802,-71.04778,Restaurants
Clipper Tavern,75,75 Pleasant St,Portsmouth,NH,(603) 501-0109,43.0757819,-70.756782,Restaurants
Lucky's,100,100 Terminal A,East Boston,MA,(617) 567-2299,42.36466337,-71.02033393,Restaurants
Deep Ellum Bar,477,477 Cambridge St,Allston,MA,(617) 787-2337,42.353898,-71.137195,Restaurants
Ninety Nine Restaurant & Pub,847,847 W Central St,Franklin,MA,(508) 520-9909,42.090783,-71.431641,Restaurants
Youngs Restaurant & Coffee Shop,48,48 Main St,Durham,NH,(603) 868-2688,43.13438,-70.9259857,Restaurants
Courtside Restaurant,291,291 Cambridge St,Cambridge,MA,(617) 547-4374,42.37132,-71.080902,Restaurants
Mission Oak Grill,26,26 Green St,Newburyport,MA,(978) 463-9009,42.810625,-70.873033,Restaurants
Winthrop Center Cafe,36,36 Woodside Ave,Winthrop,MA,(617) 846-6411,42.375076,-70.98678,Restaurants
Marylous Coffee Hanover,211,211 Washington St,Hanover,MA,(781) 826-4889,42.1136359,-70.813203,Restaurants
Ninety Nine Restaurant & Pub,166,166 Church St,Pembroke,MA,(781) 829-9912,42.1084033,-70.7685508,Restaurants
Angelinas Pizzaria,419,419 Elm St,Braintree,MA,(781) 843-7827,42.226297,-70.992458,Restaurants
Weeksies Pizza,66,66 3rd St,Dover,NH,(603) 742-5055,43.1985823,-70.8780496,Restaurants
Fores Restaurant,822,822 Lafayette Rd,Hampton,NH,(603) 601-7492,42.950304,-70.832638,Restaurants
Lilac City Grille,103,103 N Main St,Rochester,NH,(603) 332-3984,43.3054758,-70.9791776,Restaurants
Tu Metapan Restaurant,295,295 Bennington St,East Boston,MA,(617) 418-7383,42.378741,-71.028116,Restaurants
Artisan Bistro,12,12 Avery St,Boston,MA,(617) 574-7176,42.3531073,-71.0634412,Restaurants
Take Away,82,82 Chapel St,Norwood,MA,(781) 769-1395,42.1825844,-71.208495,Restaurants
Rancho Las Pupusas,36,36 2nd St,Chelsea,MA,(617) 884-1893,42.390386,-71.039957,Restaurants
Purple Cactus Barito & Wrap,674,674 Centre St,Jamaica Plain,MA,(617) 522-7422,42.312144,-71.113947,Restaurants
Demeter's Steakhouse,3612,3612 Lafayette Rd,Portsmouth,NH,(603) 766-0001,43.018495,-70.80159,Restaurants
Five Guys,104,104 Providence Hwy,East Walpole,MA,(508) 660-9850,42.1564725,-71.2018662,Restaurants
All American Tavern,34,34 Bridge Rd,Salisbury,MA,(978) 499-7100,42.836884,-70.861624,Restaurants
Abby Park,550,550 Adams St,Milton,MA,(617) 696-8700,42.258331,-71.040512,Restaurants
My Thai Cafe,3,3 Beach St Fl 2,Boston,MA,(617) 451-2395,42.3514555,-71.0625451,Restaurants
Scoozi Kenmore,580,580 Commonwealth Ave Unit 1,Boston,MA,(617) 536-7777,42.348792,-71.099423,Restaurants
Canary Square,435,435 S Huntington Ave,Jamaica Plain,MA,(617) 524-2500,42.3197951,-71.1119846,Restaurants
Wellys Restaurant,153,153 Main St Ste A,Marlborough,MA,(508) 281-2091,42.346956,-71.548369,Restaurants
Mike & Pattys,12,12 Church St,Boston,MA,(617) 423-3447,42.348461,-71.067892,Restaurants
Oneills Pub & Restaurant,120,120 Washington St,Salem,MA,(978) 740-8811,42.521034,-70.895793,Restaurants
Boloco,283,283 Longwood Ave Ste 1,Boston,MA,(617) 232-2166,42.337992,-71.104476,Restaurants
Menotomy Grill & Tavern,25,25 Massachusetts Ave,Arlington,MA,(781) 648-1775,42.4016379,-71.13681,Restaurants
Cobblestone Cafe,227,227 Hanover St,Boston,MA,(857) 263-8057,42.3629898,-71.0550907,Restaurants
Passports,110,110 Main St,Gloucester,MA,(978) 281-3680,42.612535,-70.663738,Restaurants
Ye Olde Standish Grille,175,175 N Bedford St,East Bridgewater,MA,(508) 378-3682,42.038196,-70.957194,Restaurants
Red Robin Gourmet Burgers and Brews,250,250 Granite St,Braintree,MA,(781) 348-6103,42.2220443,-71.0227762,Restaurants
One Ten Grill Hopkinton,1,1 Lumber St,Hopkinton,MA,(508) 625-2141,42.21751734,-71.54101382,Restaurants
Down Ultra Lounge,184,184 High St,Boston,MA,(617) 292-4650,42.356676,-71.052569,Restaurants
Not Your Average Joe's,90,90 Pleasant Valley St Ste 200,Methuen,MA,(978) 974-0015,42.7436254,-71.1583764,Restaurants
Shabu Village,417,417 Harvard St,Brookline,MA,(617) 566-0888,42.3454884,-71.1268319,Restaurants
Jake N Joes Sports Grill-Braintree,551,551 John Mahar Hwy,Braintree,MA,(781) 843-3828,42.198784,-71.000159,Restaurants
Texas Roadhouse,20,20 Shops At 5 Way,Plymouth,MA,(508) 746-7700,41.9306192,-70.6567258,Restaurants
Boloco,133,133 Federal St Ste 102,Boston,MA,(617) 357-9727,42.3542265,-71.0564904,Restaurants
Central America Restauarant,172,172 Main St,Hudson,MA,(978) 310-7180,42.391505,-71.564592,Restaurants
Anthony's On The Green,212,212 Prentice St,Holliston,MA,(508) 429-4848,42.2033372,-71.4545717,Restaurants
Brothers Roast Beef Co,356,356 Bridge St,Dedham,MA,(781) 686-1404,42.259174,-71.178118,Restaurants
Frogmore LLC,365,365 Centre St,Jamaica Plain,MA,(857) 203-9462,42.322657,-71.108212,Restaurants
Sulmona Restaurant Group LLC,608,608 Main St,Cambridge,MA,(617) 714-3450,42.3628465,-71.093902,Restaurants
Red Robin Gourmet Burgers and Brews,369,369 Washington St,Woburn,MA,(339) 298-7668,42.500251,-71.123761,Restaurants
110 Grill,1175,1175 Main St,Haverhill,MA,(978) 641-3999,42.808697,-71.101769,Restaurants
Fritay Restaurant,604,604 Blue Hill Ave,Dorchester,MA,(617) 524-5800,42.303727,-71.084738,Restaurants
Wingstop,958,958 American Legion Hwy,Roslindale,MA,(617) 327-2410,42.27574169,-71.11553778,Restaurants
Jersey Mike's Subs,1810,1810 Washington St Ste C,Hanover,MA,(781) 924-0094,42.14844,-70.8463349,Restaurants
Ruth's Chris Steak House,500,500 Totten Pond Rd,Waltham,MA,(781) 622-9775,42.39690441,-71.25686218,Restaurants
Smashburger,545,545 Boylston Boston,Boston,MA,(617) 655-0351,42.3508,-71.07462,Restaurants
Dig Inn,82,82 Mount Auburn St,Cambridge,MA,(617) 904-4344,42.3721825,-71.1195982,Restaurants
Melting Pot,344,344 Huron Ave,Cambridge,MA,(617) 945-1485,42.381098,-71.138039,Restaurants
Ninety Nine Restaurant & Pub,100,100 Macy St,Amesbury,MA,(978) 378-5699,42.847264,-70.911472,Restaurants
Not Your Average Joe's,1138,1138 Worcester Rd,Framingham,MA,(508) 875-9929,42.29857,-71.443682,Restaurants
Legal Sea Foods,15,15 Columbus,Boston,MA,(617) 426-7777,42.35149369,-71.06850545,Restaurants
Brewer's Coalition Waltham Pubs Inc,344,344 Walnut St,Newtonville,MA,(617) 467-4691,42.349248,-71.206641,Restaurants
